,DateTime,Tmax(C),Tmin(C),RHmean(%),Rain(mm),Usage(kWh)
3446,2018-08-20 02:00:00,13.1,11.8,0.77,0.0,0.05
3447,2018-08-20 03:00:00,12.9,11.1,0.82,1.0,0.36000000000000004
3448,2018-08-20 04:00:00,11.6,11.1,0.85,0.2,0.07
3449,2018-08-20 05:00:00,11.4,10.6,0.87,0.8,0.06
3450,2018-08-20 06:00:00,10.8,10.3,0.88,1.6,0.45
3451,2018-08-20 07:00:00,10.4,9.6,0.9,3.4,2.0700000000000003
3452,2018-08-20 08:00:00,9.7,8.9,0.91,5.8,0.04
3453,2018-08-20 09:00:00,9.0,8.6,0.91,0.8,0.39
3454,2018-08-20 10:00:00,10.1,8.9,0.91,0.0,0.03
3455,2018-08-20 11:00:00,10.5,10.0,0.88,0.0,0.38
3456,2018-08-20 12:00:00,10.8,10.3,0.84,0.0,0.04
3457,2018-08-20 13:00:00,10.8,9.5,0.86,1.6,0.18
3458,2018-08-20 14:00:00,10.8,9.5,0.87,0.2,0.31
3459,2018-08-20 15:00:00,11.0,9.9,0.85,0.4,0.09
3460,2018-08-20 16:00:00,10.0,8.4,0.89,7.0,0.06
3461,2018-08-20 17:00:00,9.2,8.2,0.89,2.4,0.02
3462,2018-08-20 18:00:00,10.4,9.1,0.9,1.6,1.15
3463,2018-08-20 19:00:00,11.0,10.3,0.87,0.2,4.58
3464,2018-08-20 20:00:00,11.1,10.8,0.83,0.0,2.96
3465,2018-08-20 21:00:00,11.6,11.0,0.8,0.0,2.0300000000000002
3466,2018-08-20 22:00:00,13.4,11.6,0.77,0.0,0.49
3467,2018-08-20 23:00:00,13.7,12.1,0.77,0.2,0.05
3468,2018-08-21 00:00:00,14.1,12.2,0.77,0.0,0.39999999999999997
3469,2018-08-21 01:00:00,15.4,13.8,0.7,0.0,0.06
3470,2018-08-21 02:00:00,15.6,14.6,0.68,0.0,0.06
3471,2018-08-21 03:00:00,14.6,13.5,0.68,0.0,0.26
3472,2018-08-21 04:00:00,14.1,13.2,0.69,0.0,0.19
3473,2018-08-21 05:00:00,13.2,12.5,0.73,0.0,0.05
3474,2018-08-21 06:00:00,12.6,11.9,0.73,0.0,0.06
3475,2018-08-21 07:00:00,12.1,11.9,0.73,0.0,0.42000000000000004
3476,2018-08-21 08:00:00,12.1,11.8,0.73,0.0,0.05
3477,2018-08-21 09:00:00,11.9,11.7,0.72,0.0,0.04
3478,2018-08-21 10:00:00,11.9,11.0,0.75,0.0,0.04
3479,2018-08-21 11:00:00,11.4,11.0,0.75,0.0,0.09999999999999999
3480,2018-08-21 12:00:00,11.2,10.0,0.8,0.6,0.38
3481,2018-08-21 13:00:00,10.3,10.0,0.85,0.0,0.03
3482,2018-08-21 14:00:00,10.2,8.8,0.86,0.8,0.04
3483,2018-08-21 15:00:00,8.9,7.9,0.88,0.0,0.05
3484,2018-08-21 16:00:00,8.6,8.1,0.9,0.0,0.05
3485,2018-08-21 17:00:00,8.6,8.1,0.91,0.0,0.04
3486,2018-08-21 18:00:00,9.0,7.9,0.91,0.0,1.1199999999999999
3487,2018-08-21 19:00:00,9.0,8.3,0.9,0.0,4.859999999999999
3488,2018-08-21 20:00:00,10.6,8.7,0.85,0.0,3.3600000000000003
3489,2018-08-21 21:00:00,12.4,10.6,0.74,0.0,3.04
3490,2018-08-21 22:00:00,12.7,11.9,0.68,0.0,0.76
3491,2018-08-21 23:00:00,15.5,12.3,0.64,0.0,0.43
3492,2018-08-22 00:00:00,15.6,14.6,0.59,0.0,0.08
3493,2018-08-22 01:00:00,15.1,14.5,0.57,0.0,0.06
3494,2018-08-22 02:00:00,14.7,13.7,0.48,0.0,0.41000000000000003
3495,2018-08-22 03:00:00,14.0,13.5,0.49,0.0,0.05
3496,2018-08-22 04:00:00,13.6,12.7,0.52,0.0,0.05
3497,2018-08-22 05:00:00,12.7,11.2,0.56,0.0,0.06
3498,2018-08-22 06:00:00,11.3,10.6,0.58,0.0,0.05
3499,2018-08-22 07:00:00,10.8,10.5,0.62,0.0,0.76
3500,2018-08-22 08:00:00,10.8,10.4,0.64,0.0,1.3900000000000001
3501,2018-08-22 09:00:00,10.5,10.3,0.67,0.0,0.5
3502,2018-08-22 10:00:00,10.5,9.9,0.69,0.0,0.39
3503,2018-08-22 11:00:00,10.2,9.8,0.67,0.0,0.04
3504,2018-08-22 12:00:00,10.2,9.7,0.67,0.0,0.39
3505,2018-08-22 13:00:00,9.9,9.2,0.72,0.0,0.05
3506,2018-08-22 14:00:00,9.9,9.4,0.72,0.0,0.05
3507,2018-08-22 15:00:00,9.6,9.1,0.75,0.0,0.39
3508,2018-08-22 16:00:00,9.2,8.0,0.77,0.0,0.04
3509,2018-08-22 17:00:00,8.4,7.9,0.8,0.0,0.04
3510,2018-08-22 18:00:00,8.1,7.3,0.8,0.0,0.04
3511,2018-08-22 19:00:00,7.4,7.0,0.8,0.0,1.2
3512,2018-08-22 20:00:00,7.8,7.1,0.81,0.0,1.93
3513,2018-08-22 21:00:00,8.6,7.7,0.81,0.0,1.18
3514,2018-08-22 22:00:00,9.6,8.6,0.79,0.0,0.06
3515,2018-08-22 23:00:00,10.8,9.5,0.74,0.0,0.4
3516,2018-08-23 00:00:00,10.6,10.0,0.73,0.0,0.06
3517,2018-08-23 01:00:00,11.3,10.5,0.73,0.0,0.06
3518,2018-08-23 02:00:00,11.2,10.3,0.74,0.0,0.06
3519,2018-08-23 03:00:00,10.6,10.3,0.77,0.0,0.1
3520,2018-08-23 04:00:00,10.5,9.4,0.74,0.0,0.48
3521,2018-08-23 05:00:00,9.5,9.0,0.73,0.0,0.06
3522,2018-08-23 06:00:00,9.4,9.0,0.73,0.0,0.06
3523,2018-08-23 07:00:00,10.1,9.2,0.69,0.0,0.26
3524,2018-08-23 08:00:00,10.3,9.6,0.67,0.0,0.26
3525,2018-08-23 09:00:00,9.9,9.0,0.7,0.0,0.25
3526,2018-08-23 10:00:00,10.0,9.2,0.74,0.0,0.05
3527,2018-08-23 11:00:00,9.5,9.0,0.76,0.0,0.04
3528,2018-08-23 12:00:00,9.2,8.7,0.74,0.0,0.04
3529,2018-08-23 13:00:00,9.5,9.0,0.72,0.0,1.51
3530,2018-08-23 14:00:00,9.7,9.4,0.71,0.0,1.98
3531,2018-08-23 15:00:00,9.7,9.4,0.72,0.0,4.63
3532,2018-08-23 16:00:00,9.8,9.4,0.72,0.0,2.4000000000000004
3533,2018-08-23 17:00:00,9.7,9.1,0.72,0.0,4.53
3534,2018-08-23 18:00:00,9.4,9.2,0.72,0.0,4.3
3535,2018-08-23 19:00:00,9.4,9.0,0.72,0.0,0.7300000000000001
3536,2018-08-23 20:00:00,9.5,9.3,0.7,0.0,1.06
3537,2018-08-23 21:00:00,9.7,9.4,0.69,0.0,0.24000000000000002
3538,2018-08-23 22:00:00,9.8,9.6,0.7,0.0,1.56
3539,2018-08-23 23:00:00,10.0,9.5,0.69,0.0,0.07
3540,2018-08-24 00:00:00,10.6,9.8,0.69,0.0,0.38
3541,2018-08-24 01:00:00,10.9,10.2,0.68,0.0,0.06
3542,2018-08-24 02:00:00,11.5,10.3,0.68,0.0,0.06
3543,2018-08-24 03:00:00,11.9,11.3,0.62,0.0,0.06
3544,2018-08-24 04:00:00,11.7,11.1,0.61,0.0,0.39
3545,2018-08-24 05:00:00,11.4,10.3,0.66,0.0,0.06
3546,2018-08-24 06:00:00,10.5,10.0,0.69,0.0,0.06
3547,2018-08-24 07:00:00,10.3,10.0,0.67,0.0,1.13
3548,2018-08-24 08:00:00,10.3,10.0,0.68,0.0,0.42
3549,2018-08-24 09:00:00,10.1,9.8,0.69,0.0,0.03
3550,2018-08-24 10:00:00,10.2,9.8,0.69,0.0,0.41
3551,2018-08-24 11:00:00,10.2,9.7,0.68,0.0,0.04
3552,2018-08-24 12:00:00,9.8,9.5,0.72,0.0,0.22999999999999998
3553,2018-08-24 13:00:00,9.8,9.5,0.71,0.0,0.31999999999999995
3554,2018-08-24 14:00:00,9.5,7.3,0.75,0.0,3.7399999999999998
3555,2018-08-24 15:00:00,7.6,7.0,0.85,0.0,0.84
3556,2018-08-24 16:00:00,7.3,6.9,0.87,0.0,0.43999999999999995
3557,2018-08-24 17:00:00,7.1,6.5,0.87,0.0,0.04
3558,2018-08-24 18:00:00,6.8,6.4,0.88,0.0,0.39
3559,2018-08-24 19:00:00,7.4,6.5,0.88,0.0,2.1999999999999997
3560,2018-08-24 20:00:00,8.3,7.2,0.88,0.0,0.54
3561,2018-08-24 21:00:00,10.0,8.2,0.83,0.0,1.6400000000000001
3562,2018-08-24 22:00:00,13.5,9.9,0.72,0.0,0.7000000000000001
3563,2018-08-24 23:00:00,15.2,13.2,0.63,0.0,0.39
3564,2018-08-25 00:00:00,14.0,12.2,0.62,0.0,0.06
3565,2018-08-25 01:00:00,12.2,10.9,0.66,0.0,0.24
3566,2018-08-25 02:00:00,11.6,10.2,0.64,0.0,0.19
3567,2018-08-25 03:00:00,11.2,10.6,0.6,0.0,0.04
3568,2018-08-25 04:00:00,11.1,10.2,0.54,0.0,0.05
3569,2018-08-25 05:00:00,10.3,9.8,0.54,0.0,0.25
3570,2018-08-25 06:00:00,9.8,9.7,0.55,0.0,0.53
3571,2018-08-25 07:00:00,9.8,9.6,0.59,0.0,0.6
3572,2018-08-25 08:00:00,9.7,9.5,0.6,0.0,0.04
3573,2018-08-25 09:00:00,9.7,9.4,0.62,0.0,0.35
3574,2018-08-25 10:00:00,9.4,9.1,0.64,0.0,0.03
3575,2018-08-25 11:00:00,9.2,7.8,0.69,0.0,0.38
3576,2018-08-25 12:00:00,8.2,7.6,0.77,0.0,0.04
3577,2018-08-25 13:00:00,7.7,6.8,0.79,0.0,0.04
3578,2018-08-25 14:00:00,6.9,6.6,0.81,0.0,0.47000000000000003
3579,2018-08-25 15:00:00,6.9,6.4,0.83,0.0,1.06
3580,2018-08-25 16:00:00,6.5,6.2,0.84,0.0,0.8999999999999999
3581,2018-08-25 17:00:00,6.7,6.3,0.84,0.0,0.28
3582,2018-08-25 18:00:00,6.9,6.5,0.84,0.0,3.92
3583,2018-08-25 19:00:00,6.8,6.5,0.83,0.0,3.29
3584,2018-08-25 20:00:00,7.8,6.6,0.83,0.0,1.3900000000000001
3585,2018-08-25 21:00:00,9.8,7.8,0.8,0.0,0.49
3586,2018-08-25 22:00:00,11.0,9.8,0.75,0.0,0.08
3587,2018-08-25 23:00:00,12.1,10.9,0.72,0.0,0.49
3588,2018-08-26 00:00:00,13.2,11.9,0.68,0.0,0.1
3589,2018-08-26 01:00:00,14.5,13.0,0.62,0.0,0.45
3590,2018-08-26 02:00:00,14.9,14.0,0.61,0.0,0.75
3591,2018-08-26 03:00:00,14.3,13.7,0.64,0.0,0.39
3592,2018-08-26 04:00:00,14.1,13.0,0.64,0.0,0.06
3593,2018-08-26 05:00:00,13.0,11.7,0.72,0.0,0.39
3594,2018-08-26 06:00:00,11.8,11.2,0.75,0.0,0.05
3595,2018-08-26 07:00:00,11.4,11.2,0.76,0.0,0.04
3596,2018-08-26 08:00:00,11.3,11.1,0.77,0.0,0.38
3597,2018-08-26 09:00:00,11.5,11.2,0.77,0.0,0.09
3598,2018-08-26 10:00:00,11.5,11.3,0.77,0.0,0.04
3599,2018-08-26 11:00:00,11.6,11.4,0.77,0.0,0.39
3600,2018-08-26 12:00:00,11.7,11.5,0.78,0.0,0.04
3601,2018-08-26 13:00:00,11.7,11.5,0.79,0.0,0.08
3602,2018-08-26 14:00:00,11.6,11.4,0.81,0.0,0.9199999999999999
3603,2018-08-26 15:00:00,11.5,11.3,0.82,0.0,0.12
3604,2018-08-26 16:00:00,11.4,11.2,0.82,0.0,0.98
3605,2018-08-26 17:00:00,11.3,11.1,0.83,0.0,2.0
3606,2018-08-26 18:00:00,11.3,11.1,0.82,0.0,3.36
3607,2018-08-26 19:00:00,11.3,11.1,0.8,0.0,4.1
3608,2018-08-26 20:00:00,11.4,11.1,0.81,0.0,2.2
3609,2018-08-26 21:00:00,12.1,11.4,0.79,0.0,1.96
3610,2018-08-26 22:00:00,12.8,12.1,0.77,0.0,0.32
3611,2018-08-26 23:00:00,13.7,12.2,0.75,0.0,0.56
3612,2018-08-27 00:00:00,13.8,12.6,0.75,0.0,0.04
3613,2018-08-27 01:00:00,13.4,12.9,0.74,0.0,0.12000000000000001
3614,2018-08-27 02:00:00,13.8,13.0,0.69,0.0,0.36
3615,2018-08-27 03:00:00,14.2,13.4,0.68,0.0,0.06
3616,2018-08-27 04:00:00,14.6,13.9,0.66,0.0,0.05
3617,2018-08-27 05:00:00,14.0,12.4,0.72,0.0,0.07
3618,2018-08-27 06:00:00,12.4,11.7,0.76,0.0,0.46
3619,2018-08-27 07:00:00,11.8,11.5,0.78,0.0,0.15
3620,2018-08-27 08:00:00,12.0,11.5,0.79,0.0,0.14
3621,2018-08-27 09:00:00,11.9,11.6,0.78,0.0,0.33
3622,2018-08-27 10:00:00,11.9,11.4,0.77,0.0,0.05
3623,2018-08-27 11:00:00,11.9,11.6,0.76,0.0,0.02
3624,2018-08-27 12:00:00,11.9,11.5,0.77,0.0,0.41000000000000003
3625,2018-08-27 13:00:00,11.8,11.5,0.77,0.0,0.05
3626,2018-08-27 14:00:00,11.9,11.7,0.72,0.0,0.03
3627,2018-08-27 15:00:00,11.8,11.5,0.73,0.0,0.04
3628,2018-08-27 16:00:00,11.6,11.1,0.73,0.0,0.05
3629,2018-08-27 17:00:00,11.3,11.0,0.76,0.0,0.4
3630,2018-08-27 18:00:00,11.3,11.0,0.81,0.0,0.8200000000000001
3631,2018-08-27 19:00:00,11.4,11.0,0.8,0.0,5.76
3632,2018-08-27 20:00:00,11.9,11.3,0.77,0.0,4.93
3633,2018-08-27 21:00:00,12.5,11.8,0.75,0.0,2.26
3634,2018-08-27 22:00:00,14.1,12.2,0.78,0.0,1.09
3635,2018-08-27 23:00:00,13.9,12.1,0.81,0.0,0.1
3636,2018-08-28 00:00:00,13.5,12.4,0.8,0.0,0.4
3637,2018-08-28 01:00:00,14.8,13.2,0.75,0.0,0.04
3638,2018-08-28 02:00:00,16.2,14.7,0.69,0.0,0.42
3639,2018-08-28 03:00:00,16.1,12.9,0.75,0.0,0.03
3640,2018-08-28 04:00:00,14.6,13.4,0.74,0.0,0.07
3641,2018-08-28 05:00:00,14.4,12.7,0.72,0.0,0.07
3642,2018-08-28 06:00:00,12.7,11.8,0.74,0.0,0.49
3643,2018-08-28 07:00:00,11.8,11.1,0.72,0.0,0.03
3644,2018-08-28 08:00:00,11.2,10.9,0.8,0.0,0.05
3645,2018-08-28 09:00:00,11.0,10.8,0.85,0.0,0.41
3646,2018-08-28 10:00:00,11.1,10.8,0.85,0.0,0.02
3647,2018-08-28 11:00:00,11.0,10.8,0.86,0.0,0.04
3648,2018-08-28 12:00:00,10.9,10.8,0.86,0.0,0.05
3649,2018-08-28 13:00:00,11.0,10.8,0.86,0.0,0.38
3650,2018-08-28 14:00:00,11.0,9.8,0.86,0.0,0.03
3651,2018-08-28 15:00:00,9.9,9.0,0.87,0.0,0.05
3652,2018-08-28 16:00:00,9.0,8.6,0.89,0.0,0.05
3653,2018-08-28 17:00:00,8.9,8.6,0.89,0.0,0.02
3654,2018-08-28 18:00:00,8.7,8.5,0.89,0.0,0.04
3655,2018-08-28 19:00:00,8.9,8.5,0.9,0.0,0.48000000000000004
3656,2018-08-28 20:00:00,9.4,8.9,0.9,0.0,0.04
3657,2018-08-28 21:00:00,10.0,9.3,0.9,0.0,1.49
3658,2018-08-28 22:00:00,11.6,9.9,0.88,0.2,4.22
3659,2018-08-28 23:00:00,13.1,11.6,0.79,0.0,2.38
3660,2018-08-29 00:00:00,12.7,10.8,0.81,0.8,0.47000000000000003
3661,2018-08-29 01:00:00,12.4,11.0,0.84,0.2,0.49
3662,2018-08-29 02:00:00,13.4,11.1,0.85,0.6,0.06
3663,2018-08-29 03:00:00,13.8,12.5,0.83,0.0,0.05
3664,2018-08-29 04:00:00,13.8,12.4,0.82,0.8,0.47
3665,2018-08-29 05:00:00,12.4,11.6,0.89,2.2,0.09
3666,2018-08-29 06:00:00,12.0,11.6,0.91,0.6,0.04
3667,2018-08-29 07:00:00,11.9,11.5,0.92,0.4,0.05
3668,2018-08-29 08:00:00,11.6,11.4,0.92,0.2,0.83
3669,2018-08-29 09:00:00,11.6,11.4,0.92,0.0,0.42
3670,2018-08-29 10:00:00,11.6,11.4,0.9,0.0,0.05
3671,2018-08-29 11:00:00,11.5,11.3,0.86,0.0,0.04
3672,2018-08-29 12:00:00,11.4,11.1,0.84,0.0,0.4
3673,2018-08-29 13:00:00,11.3,11.0,0.83,0.0,0.05
3674,2018-08-29 14:00:00,11.4,11.1,0.79,0.0,0.05
3675,2018-08-29 15:00:00,11.3,11.0,0.78,0.0,0.37
3676,2018-08-29 16:00:00,11.0,10.4,0.8,0.0,0.03
3677,2018-08-29 17:00:00,10.8,10.3,0.84,0.0,0.1
3678,2018-08-29 18:00:00,10.5,10.1,0.85,0.0,0.1
3679,2018-08-29 19:00:00,10.5,10.3,0.84,0.0,0.1
3680,2018-08-29 20:00:00,10.6,10.3,0.84,0.0,3.98
3681,2018-08-29 21:00:00,11.5,10.5,0.82,0.0,3.59
3682,2018-08-29 22:00:00,14.1,11.4,0.71,0.0,2.23
3683,2018-08-29 23:00:00,16.7,14.0,0.61,0.0,0.06
3684,2018-08-30 00:00:00,17.0,15.5,0.59,0.0,0.48
3685,2018-08-30 01:00:00,17.3,15.3,0.56,0.0,0.05
3686,2018-08-30 02:00:00,18.4,15.6,0.57,0.0,0.39999999999999997
3687,2018-08-30 03:00:00,19.7,17.8,0.53,0.0,0.06
3688,2018-08-30 04:00:00,18.5,17.1,0.5,0.0,0.06
3689,2018-08-30 05:00:00,17.5,12.9,0.59,0.0,0.19999999999999998
3690,2018-08-30 06:00:00,13.0,12.1,0.68,0.0,0.25
3691,2018-08-30 07:00:00,12.2,11.6,0.73,0.0,0.06
3692,2018-08-30 08:00:00,11.6,10.8,0.76,0.0,0.86
3693,2018-08-30 09:00:00,11.0,10.8,0.76,0.0,0.52
3694,2018-08-30 10:00:00,11.1,10.5,0.78,0.0,0.07
3695,2018-08-30 11:00:00,11.7,11.0,0.76,0.0,0.37
3696,2018-08-30 12:00:00,11.6,11.3,0.82,0.0,2.04
3697,2018-08-30 13:00:00,11.9,11.4,0.86,0.0,2.78
3698,2018-08-30 14:00:00,12.2,11.8,0.9,0.0,2.84
3699,2018-08-30 15:00:00,12.0,11.0,0.91,0.0,3.3099999999999996
3700,2018-08-30 16:00:00,11.1,10.6,0.92,0.8,1.14
3701,2018-08-30 17:00:00,10.8,10.3,0.88,0.0,0.6
3702,2018-08-30 18:00:00,10.8,10.2,0.86,0.8,0.41000000000000003
3703,2018-08-30 19:00:00,10.3,9.6,0.86,3.0,2.44
3704,2018-08-30 20:00:00,9.9,9.7,0.86,2.4,0.99
3705,2018-08-30 21:00:00,10.0,9.6,0.86,2.2,0.38
3706,2018-08-30 22:00:00,10.0,9.5,0.83,2.0,0.27999999999999997
3707,2018-08-30 23:00:00,10.3,9.8,0.83,1.0,0.07
3708,2018-08-31 00:00:00,11.4,10.3,0.78,1.0,0.38
3709,2018-08-31 01:00:00,11.5,11.0,0.71,0.0,0.06
3710,2018-08-31 02:00:00,11.7,11.1,0.71,0.0,0.06
3711,2018-08-31 03:00:00,11.5,10.5,0.72,0.0,0.05
3712,2018-08-31 04:00:00,10.5,10.0,0.73,0.0,0.4
3713,2018-08-31 05:00:00,10.1,9.7,0.75,0.2,0.06
3714,2018-08-31 06:00:00,9.9,9.4,0.75,1.4,0.06
3715,2018-08-31 07:00:00,9.8,9.3,0.79,0.2,0.1
3716,2018-08-31 08:00:00,9.9,9.3,0.78,0.0,0.84
3717,2018-08-31 09:00:00,10.0,9.5,0.77,0.0,0.04
3718,2018-08-31 10:00:00,9.5,9.1,0.8,0.0,0.42
3719,2018-08-31 11:00:00,9.5,9.2,0.81,0.0,0.03
3720,2018-08-31 12:00:00,9.4,8.8,0.84,0.0,1.6400000000000001
3721,2018-08-31 13:00:00,9.2,8.7,0.84,0.0,3.2800000000000002
3722,2018-08-31 14:00:00,9.0,8.7,0.86,0.0,2.4299999999999997
3723,2018-08-31 15:00:00,9.5,8.7,0.86,0.0,3.5
3724,2018-08-31 16:00:00,10.8,9.4,0.85,0.0,2.62
3725,2018-08-31 17:00:00,11.4,10.8,0.82,0.0,2.33
3726,2018-08-31 18:00:00,11.5,11.3,0.82,0.0,0.23
3727,2018-08-31 19:00:00,11.4,10.9,0.83,0.0,0.45
3728,2018-08-31 20:00:00,11.6,10.9,0.83,0.0,0.12000000000000001
3729,2018-08-31 21:00:00,12.6,11.6,0.79,0.0,0.09
3730,2018-08-31 22:00:00,14.6,12.6,0.69,0.0,0.4
3731,2018-08-31 23:00:00,16.3,14.5,0.64,0.0,0.11
3732,2018-09-01 00:00:00,16.7,16.1,0.54,0.0,0.1
3733,2018-09-01 01:00:00,17.1,16.3,0.53,0.0,0.09
3734,2018-09-01 02:00:00,17.0,15.1,0.6,0.0,0.76
3735,2018-09-01 03:00:00,15.5,15.0,0.65,0.0,0.08
3736,2018-09-01 04:00:00,15.5,14.4,0.66,0.0,0.06
3737,2018-09-01 05:00:00,14.5,12.8,0.71,0.0,0.42000000000000004
3738,2018-09-01 06:00:00,12.9,12.4,0.76,0.0,0.06
3739,2018-09-01 07:00:00,12.5,12.2,0.77,0.0,0.07
3740,2018-09-01 08:00:00,12.2,12.0,0.77,0.0,0.05
3741,2018-09-01 09:00:00,12.2,12.0,0.77,0.0,0.03
3742,2018-09-01 10:00:00,12.2,12.0,0.77,0.0,0.38
3743,2018-09-01 11:00:00,12.4,12.1,0.77,0.0,0.05
3744,2018-09-01 12:00:00,12.6,12.2,0.78,0.0,0.05
3745,2018-09-01 13:00:00,12.6,12.2,0.8,0.0,0.03
3746,2018-09-01 14:00:00,12.4,12.1,0.82,0.0,0.21
3747,2018-09-01 15:00:00,12.2,12.0,0.82,0.0,0.48000000000000004
3748,2018-09-01 16:00:00,12.1,11.6,0.82,0.0,0.07
3749,2018-09-01 17:00:00,11.8,11.3,0.8,0.0,0.06
3750,2018-09-01 18:00:00,11.8,11.1,0.8,0.0,3.86
3751,2018-09-01 19:00:00,11.9,11.6,0.78,0.0,2.34
3752,2018-09-01 20:00:00,11.8,11.5,0.8,0.0,1.48
3753,2018-09-01 21:00:00,11.9,11.5,0.8,0.0,1.43
3754,2018-09-01 22:00:00,12.2,11.3,0.81,0.0,0.56
3755,2018-09-01 23:00:00,13.4,11.7,0.8,0.0,0.8400000000000001
3756,2018-09-02 00:00:00,13.7,13.2,0.75,0.0,0.08
3757,2018-09-02 01:00:00,14.6,11.9,0.77,1.4,0.33999999999999997
3758,2018-09-02 02:00:00,12.6,11.8,0.88,1.4,0.06
3759,2018-09-02 03:00:00,12.6,12.1,0.88,0.2,0.07
3760,2018-09-02 04:00:00,12.7,12.2,0.88,0.4,0.41
3761,2018-09-02 05:00:00,12.8,12.1,0.88,0.4,0.05
3762,2018-09-02 06:00:00,12.9,12.6,0.84,0.0,0.05
3763,2018-09-02 07:00:00,12.7,12.4,0.83,0.0,0.06
3764,2018-09-02 08:00:00,12.7,11.8,0.86,0.8,0.41000000000000003
3765,2018-09-02 09:00:00,12.4,11.8,0.86,0.0,0.18
3766,2018-09-02 10:00:00,12.6,12.1,0.84,0.2,0.03
3767,2018-09-02 11:00:00,12.7,12.4,0.82,0.0,0.35
3768,2018-09-02 12:00:00,12.6,12.2,0.82,0.0,0.12000000000000001
3769,2018-09-02 13:00:00,12.3,11.9,0.8,0.0,3.7
3770,2018-09-02 14:00:00,11.9,11.4,0.8,0.2,1.83
3771,2018-09-02 15:00:00,11.4,11.0,0.85,0.8,0.13
3772,2018-09-02 16:00:00,11.0,9.8,0.89,5.4,1.77
3773,2018-09-02 17:00:00,9.9,9.7,0.9,3.6,0.39999999999999997
3774,2018-09-02 18:00:00,9.8,9.2,0.89,3.2,5.58
3775,2018-09-02 19:00:00,9.5,9.2,0.87,1.6,1.71
3776,2018-09-02 20:00:00,9.5,8.9,0.86,1.6,0.77
3777,2018-09-02 21:00:00,9.5,9.0,0.82,1.4,0.46
3778,2018-09-02 22:00:00,9.3,9.0,0.8,1.8,2.8
3779,2018-09-02 23:00:00,9.4,9.0,0.78,1.4,0.5
3780,2018-09-03 00:00:00,9.6,9.1,0.73,0.0,0.49
3781,2018-09-03 01:00:00,9.5,8.6,0.75,0.6,0.05
3782,2018-09-03 02:00:00,8.8,8.6,0.72,0.0,0.38
3783,2018-09-03 03:00:00,8.7,7.9,0.75,0.2,0.06
3784,2018-09-03 04:00:00,7.9,7.5,0.79,2.4,0.05
3785,2018-09-03 05:00:00,7.8,7.5,0.81,2.0,0.36
3786,2018-09-03 06:00:00,7.8,7.5,0.8,0.8,0.06
3787,2018-09-03 07:00:00,8.1,7.6,0.77,0.4,0.4
3788,2018-09-03 08:00:00,8.6,7.9,0.74,0.2,0.04
3789,2018-09-03 09:00:00,8.9,8.4,0.67,0.0,0.43999999999999995
3790,2018-09-03 10:00:00,8.9,8.3,0.69,0.0,0.04
3791,2018-09-03 11:00:00,8.7,7.8,0.72,0.4,0.04
3792,2018-09-03 12:00:00,8.7,8.2,0.7,0.2,0.36000000000000004
3793,2018-09-03 13:00:00,9.0,8.3,0.69,0.0,0.04
3794,2018-09-03 14:00:00,8.9,8.2,0.67,0.0,0.05
3795,2018-09-03 15:00:00,8.8,8.4,0.7,0.0,0.04
3796,2018-09-03 16:00:00,8.9,8.1,0.72,0.0,0.43
3797,2018-09-03 17:00:00,8.9,8.2,0.76,0.6,0.03
3798,2018-09-03 18:00:00,9.5,8.2,0.75,0.2,0.88
3799,2018-09-03 19:00:00,9.6,9.2,0.77,0.0,3.5300000000000002
3800,2018-09-03 20:00:00,9.7,9.5,0.76,0.0,3.7199999999999998
3801,2018-09-03 21:00:00,9.7,9.0,0.78,0.2,1.32
3802,2018-09-03 22:00:00,9.8,9.0,0.79,0.0,1.06
3803,2018-09-03 23:00:00,10.0,9.3,0.78,0.2,0.06
3804,2018-09-04 00:00:00,10.0,9.0,0.8,1.2,0.41000000000000003
3805,2018-09-04 01:00:00,9.5,8.8,0.84,1.2,0.06
3806,2018-09-04 02:00:00,9.4,8.6,0.86,1.8,0.1
3807,2018-09-04 03:00:00,9.4,8.7,0.86,2.6,0.45
3808,2018-09-04 04:00:00,9.1,8.7,0.85,1.0,0.06
3809,2018-09-04 05:00:00,9.4,8.5,0.84,0.6,0.03
3810,2018-09-04 06:00:00,9.4,8.6,0.85,1.2,0.06
3811,2018-09-04 07:00:00,9.4,8.7,0.85,1.6,0.13
3812,2018-09-04 08:00:00,9.6,8.6,0.8,0.2,0.41000000000000003
3813,2018-09-04 09:00:00,9.6,8.8,0.8,0.0,0.05
3814,2018-09-04 10:00:00,9.7,9.2,0.79,0.0,0.05
3815,2018-09-04 11:00:00,9.4,8.7,0.82,0.6,0.02
3816,2018-09-04 12:00:00,9.4,8.9,0.8,0.0,0.05
3817,2018-09-04 13:00:00,9.2,8.6,0.83,0.4,0.45999999999999996
3818,2018-09-04 14:00:00,9.2,8.4,0.83,0.4,0.03
3819,2018-09-04 15:00:00,9.7,8.9,0.77,0.0,0.04
3820,2018-09-04 16:00:00,9.5,8.7,0.78,0.4,0.04
3821,2018-09-04 17:00:00,8.9,8.4,0.85,0.8,0.04
3822,2018-09-04 18:00:00,8.9,8.4,0.82,0.0,0.03
3823,2018-09-04 19:00:00,9.4,8.7,0.71,0.2,1.8900000000000001
3824,2018-09-04 20:00:00,9.3,8.1,0.74,0.8,4.859999999999999
