Station,Date(UTC),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
Wellington, Greta Point Cws,17/05/2018 00:00,-,-,13.4,1,-,-,22.0,62,1,H
Wellington, Greta Point Cws,17/05/2018 01:00,18.3,1,15.9,1,-,-,16.8,57,1,H
Wellington, Greta Point Cws,17/05/2018 02:00,18.0,1,11.6,1,-,-,14.1,60,1,H
Wellington, Greta Point Cws,17/05/2018 03:00,13.7,1,11.0,1,-,-,12.2,60,1,H
Wellington, Greta Point Cws,17/05/2018 04:00,13.7,1,12.7,1,-,-,13.2,58,1,H
Wellington, Greta Point Cws,17/05/2018 05:00,12.7,1,11.9,1,-,-,12.4,58,1,H
Wellington, Greta Point Cws,17/05/2018 06:00,11.9,1,11.1,1,-,-,11.6,60,1,H
Wellington, Greta Point Cws,17/05/2018 07:00,11.3,1,10.6,1,-,-,11.0,62,1,H
Wellington, Greta Point Cws,17/05/2018 08:00,10.6,1,9.8,1,-,-,10.2,66,1,H
Wellington, Greta Point Cws,17/05/2018 09:00,9.8,1,9.0,1,-,-,9.3,71,1,H
Wellington, Greta Point Cws,17/05/2018 10:00,10.0,1,8.9,1,-,-,9.3,74,1,H
Wellington, Greta Point Cws,17/05/2018 11:00,10.7,1,10.0,1,-,-,10.2,75,1,H
Wellington, Greta Point Cws,17/05/2018 12:00,11.3,1,10.6,1,-,-,11.0,72,1,H
Wellington, Greta Point Cws,17/05/2018 13:00,12.5,1,10.8,1,-,-,11.7,72,1,H
Wellington, Greta Point Cws,17/05/2018 14:00,12.9,1,12.4,1,-,-,12.7,68,1,H
Wellington, Greta Point Cws,17/05/2018 15:00,13.0,1,12.7,1,-,-,12.9,71,1,H
Wellington, Greta Point Cws,17/05/2018 16:00,13.1,1,12.8,1,-,-,13.0,71,1,H
Wellington, Greta Point Cws,17/05/2018 17:00,13.4,1,12.9,1,-,-,13.1,77,1,H
Wellington, Greta Point Cws,17/05/2018 18:00,13.8,1,13.4,1,-,-,13.6,73,1,H
Wellington, Greta Point Cws,17/05/2018 19:00,14.0,1,13.7,1,-,-,13.8,70,1,H
Wellington, Greta Point Cws,17/05/2018 20:00,14.0,1,13.5,1,-,-,13.8,70,1,H
Wellington, Greta Point Cws,17/05/2018 21:00,14.3,1,13.5,1,-,-,14.0,65,1,H
Wellington, Greta Point Cws,17/05/2018 22:00,14.1,1,13.9,1,-,-,14.0,71,1,H
Wellington, Greta Point Cws,17/05/2018 23:00,14.0,1,13.8,1,-,-,13.9,73,1,H
Wellington, Greta Point Cws,18/05/2018 00:00,14.2,1,13.8,1,-,-,14.0,76,1,H
Wellington, Greta Point Cws,18/05/2018 01:00,14.7,1,14.1,1,-,-,14.4,74,1,H
Wellington, Greta Point Cws,18/05/2018 02:00,15.1,1,14.6,1,-,-,14.9,71,1,H
Wellington, Greta Point Cws,18/05/2018 03:00,15.4,1,15.0,1,-,-,15.3,68,1,H
Wellington, Greta Point Cws,18/05/2018 04:00,16.3,1,15.2,1,-,-,15.8,67,1,H
Wellington, Greta Point Cws,18/05/2018 05:00,15.3,1,14.8,1,-,-,15.1,72,1,H
Wellington, Greta Point Cws,18/05/2018 06:00,14.9,1,14.6,1,-,-,14.7,72,1,H
Wellington, Greta Point Cws,18/05/2018 07:00,14.8,1,14.6,1,-,-,14.7,71,1,H
Wellington, Greta Point Cws,18/05/2018 08:00,14.8,1,14.6,1,-,-,14.7,71,1,H
Wellington, Greta Point Cws,18/05/2018 09:00,14.8,1,14.6,1,-,-,14.7,70,1,H
Wellington, Greta Point Cws,18/05/2018 10:00,14.7,1,14.4,1,-,-,14.5,72,1,H
Wellington, Greta Point Cws,18/05/2018 11:00,14.5,1,14.1,1,-,-,14.3,75,1,H
Wellington, Greta Point Cws,18/05/2018 12:00,14.6,1,14.1,1,-,-,14.4,74,1,H
Wellington, Greta Point Cws,18/05/2018 13:00,14.8,1,14.5,1,-,-,14.6,74,1,H
Wellington, Greta Point Cws,18/05/2018 14:00,14.8,1,14.3,1,-,-,14.6,74,1,H
Wellington, Greta Point Cws,18/05/2018 15:00,14.8,1,14.2,1,-,-,14.5,76,1,H
Wellington, Greta Point Cws,18/05/2018 16:00,14.2,1,13.4,1,-,-,13.8,83,1,H
Wellington, Greta Point Cws,18/05/2018 17:00,13.7,1,13.3,1,-,-,13.5,86,1,H
Wellington, Greta Point Cws,18/05/2018 18:00,14.0,1,13.6,1,-,-,13.8,87,1,H
Wellington, Greta Point Cws,18/05/2018 19:00,14.6,1,13.8,1,-,-,14.2,88,1,H
Wellington, Greta Point Cws,18/05/2018 20:00,14.8,1,14.5,1,-,-,14.6,86,1,H
Wellington, Greta Point Cws,18/05/2018 21:00,15.4,1,14.7,1,-,-,15.0,81,1,H
Wellington, Greta Point Cws,18/05/2018 22:00,16.7,1,15.1,1,-,-,15.6,78,1,H
Wellington, Greta Point Cws,18/05/2018 23:00,17.7,1,16.6,1,-,-,17.2,71,1,H
Wellington, Greta Point Cws,19/05/2018 00:00,18.1,1,17.0,1,-,-,17.8,68,1,H
Wellington, Greta Point Cws,19/05/2018 01:00,18.1,1,16.8,1,-,-,17.6,68,1,H
Wellington, Greta Point Cws,19/05/2018 02:00,17.7,1,16.7,1,-,-,17.2,70,1,H
Wellington, Greta Point Cws,19/05/2018 03:00,17.7,1,16.7,1,-,-,17.2,68,1,H
Wellington, Greta Point Cws,19/05/2018 04:00,17.2,1,15.3,1,-,-,16.3,70,1,H
Wellington, Greta Point Cws,19/05/2018 05:00,15.4,1,14.8,1,-,-,15.0,75,1,H
Wellington, Greta Point Cws,19/05/2018 06:00,14.8,1,14.0,1,-,-,14.4,78,1,H
Wellington, Greta Point Cws,19/05/2018 07:00,14.4,1,14.1,1,-,-,14.3,77,1,H
Wellington, Greta Point Cws,19/05/2018 08:00,14.7,1,14.1,1,-,-,14.4,70,1,H
Wellington, Greta Point Cws,19/05/2018 09:00,14.5,1,13.4,1,-,-,14.1,69,1,H
Wellington, Greta Point Cws,19/05/2018 10:00,13.4,1,11.3,1,-,-,12.3,72,1,H
Wellington, Greta Point Cws,19/05/2018 11:00,12.6,1,11.9,1,-,-,12.3,58,1,H
Wellington, Greta Point Cws,19/05/2018 12:00,13.3,1,12.2,1,-,-,12.9,63,1,H
Wellington, Greta Point Cws,19/05/2018 13:00,14.3,1,13.0,1,-,-,13.8,55,1,H
Wellington, Greta Point Cws,19/05/2018 14:00,14.2,1,13.7,1,-,-,14.0,53,1,H
Wellington, Greta Point Cws,19/05/2018 15:00,13.9,1,13.7,1,-,-,13.8,57,1,H
Wellington, Greta Point Cws,19/05/2018 16:00,13.9,1,13.5,1,-,-,13.7,58,1,H
Wellington, Greta Point Cws,19/05/2018 17:00,13.7,1,13.4,1,-,-,13.6,59,1,H
Wellington, Greta Point Cws,19/05/2018 18:00,13.6,1,13.4,1,-,-,13.4,61,1,H
Wellington, Greta Point Cws,19/05/2018 19:00,13.6,1,13.2,1,-,-,13.4,63,1,H
Wellington, Greta Point Cws,19/05/2018 20:00,13.2,1,12.7,1,-,-,12.9,70,1,H
Wellington, Greta Point Cws,19/05/2018 21:00,14.3,1,12.9,1,-,-,13.4,67,1,H
Wellington, Greta Point Cws,19/05/2018 22:00,15.7,1,14.2,1,-,-,15.1,59,1,H
Wellington, Greta Point Cws,19/05/2018 23:00,15.9,1,14.1,1,-,-,15.1,61,1,H
Wellington, Greta Point Cws,20/05/2018 00:00,14.2,1,13.9,1,-,-,14.1,66,1,H
Wellington, Greta Point Cws,20/05/2018 01:00,14.8,1,13.9,1,-,-,14.4,63,1,H
Wellington, Greta Point Cws,20/05/2018 02:00,16.2,1,14.7,1,-,-,15.6,61,1,H
Wellington, Greta Point Cws,20/05/2018 03:00,15.9,1,15.5,1,-,-,15.7,64,1,H
Wellington, Greta Point Cws,20/05/2018 04:00,15.6,1,14.5,1,-,-,15.0,69,1,H
Wellington, Greta Point Cws,20/05/2018 05:00,14.6,1,14.1,1,-,-,14.3,72,1,H
Wellington, Greta Point Cws,20/05/2018 06:00,14.6,1,14.1,1,-,-,14.4,69,1,H
Wellington, Greta Point Cws,20/05/2018 07:00,14.6,1,14.3,1,-,-,14.4,67,1,H
Wellington, Greta Point Cws,20/05/2018 08:00,14.6,1,14.1,1,-,-,14.4,68,1,H
Wellington, Greta Point Cws,20/05/2018 09:00,14.7,1,14.1,1,-,-,14.4,72,1,H
Wellington, Greta Point Cws,20/05/2018 10:00,15.1,1,14.6,1,-,-,14.9,71,1,H
Wellington, Greta Point Cws,20/05/2018 11:00,15.3,1,14.9,1,-,-,15.1,69,1,H
Wellington, Greta Point Cws,20/05/2018 12:00,15.6,1,15.1,1,-,-,15.4,71,1,H
Wellington, Greta Point Cws,20/05/2018 13:00,15.7,1,15.4,1,-,-,15.6,71,1,H
Wellington, Greta Point Cws,20/05/2018 14:00,15.4,1,13.7,1,-,-,14.8,76,1,H
Wellington, Greta Point Cws,20/05/2018 15:00,14.2,1,13.6,1,-,-,13.9,76,1,H
Wellington, Greta Point Cws,20/05/2018 16:00,14.1,1,13.6,1,-,-,13.8,75,1,H
Wellington, Greta Point Cws,20/05/2018 17:00,14.3,1,14.0,1,-,-,14.2,70,1,H
Wellington, Greta Point Cws,20/05/2018 18:00,14.5,1,14.1,1,-,-,14.3,67,1,H
Wellington, Greta Point Cws,20/05/2018 19:00,14.3,1,14.1,1,-,-,14.2,63,1,H
Wellington, Greta Point Cws,20/05/2018 20:00,14.6,1,14.1,1,-,-,14.4,58,1,H
Wellington, Greta Point Cws,20/05/2018 21:00,15.5,1,14.3,1,-,-,14.7,59,1,H
Wellington, Greta Point Cws,20/05/2018 22:00,15.7,1,14.8,1,-,-,15.3,55,1,H
Wellington, Greta Point Cws,20/05/2018 23:00,17.5,1,15.0,1,-,-,16.4,47,1,H
Wellington, Greta Point Cws,21/05/2018 00:00,17.6,1,16.4,1,-,-,16.8,48,1,H
Wellington, Greta Point Cws,21/05/2018 01:00,19.1,1,17.0,1,-,-,18.0,50,1,H
Wellington, Greta Point Cws,21/05/2018 02:00,17.6,1,15.4,1,-,-,16.6,52,1,H
Wellington, Greta Point Cws,21/05/2018 03:00,15.9,1,14.8,1,-,-,15.3,53,1,H
Wellington, Greta Point Cws,21/05/2018 04:00,15.1,1,14.3,1,-,-,14.7,58,1,H
Wellington, Greta Point Cws,21/05/2018 05:00,14.4,1,13.5,1,-,-,14.0,56,1,H
Wellington, Greta Point Cws,21/05/2018 06:00,13.6,1,13.0,1,-,-,13.3,60,1,H
Wellington, Greta Point Cws,21/05/2018 07:00,13.2,1,12.8,1,-,-,13.0,61,1,H
Wellington, Greta Point Cws,21/05/2018 08:00,13.1,1,12.7,1,-,-,13.0,56,1,H
Wellington, Greta Point Cws,21/05/2018 09:00,13.0,1,12.7,1,-,-,12.9,56,1,H
Wellington, Greta Point Cws,21/05/2018 10:00,12.8,1,12.6,1,-,-,12.7,56,1,H
Wellington, Greta Point Cws,21/05/2018 11:00,12.7,1,12.0,1,-,-,12.2,57,1,H
Wellington, Greta Point Cws,21/05/2018 12:00,12.1,1,11.8,1,-,-,12.0,55,1,H
Wellington, Greta Point Cws,21/05/2018 13:00,11.9,1,11.6,1,-,-,11.7,55,1,H
Wellington, Greta Point Cws,21/05/2018 14:00,11.8,1,11.3,1,-,-,11.5,57,1,H
Wellington, Greta Point Cws,21/05/2018 15:00,11.7,1,11.3,1,-,-,11.5,59,1,H
Wellington, Greta Point Cws,21/05/2018 16:00,11.6,1,11.3,1,-,-,11.4,58,1,H
Wellington, Greta Point Cws,21/05/2018 17:00,11.3,1,11.2,1,-,-,11.3,58,1,H
Wellington, Greta Point Cws,21/05/2018 18:00,11.3,1,11.1,1,-,-,11.2,60,1,H
Wellington, Greta Point Cws,21/05/2018 19:00,11.4,1,11.1,1,-,-,11.2,62,1,H
Wellington, Greta Point Cws,21/05/2018 20:00,12.5,1,11.3,1,-,-,11.8,60,1,H
Wellington, Greta Point Cws,21/05/2018 21:00,13.4,1,12.4,1,-,-,12.9,60,1,H
Wellington, Greta Point Cws,21/05/2018 22:00,13.5,1,13.2,1,-,-,13.4,64,1,H
Wellington, Greta Point Cws,21/05/2018 23:00,14.9,1,13.3,1,-,-,14.0,66,1,H
Wellington, Greta Point Cws,22/05/2018 00:00,16.4,1,14.9,1,-,-,15.9,61,1,H
Wellington, Greta Point Cws,22/05/2018 01:00,16.2,1,14.3,1,-,-,14.7,67,1,H
Wellington, Greta Point Cws,22/05/2018 02:00,15.7,1,14.3,1,-,-,14.9,63,1,H
Wellington, Greta Point Cws,22/05/2018 03:00,15.7,1,14.5,1,-,-,15.2,63,1,H
Wellington, Greta Point Cws,22/05/2018 04:00,15.1,1,14.4,1,-,-,14.8,68,1,H
Wellington, Greta Point Cws,22/05/2018 05:00,15.1,1,14.7,1,-,-,14.8,70,1,H
Wellington, Greta Point Cws,22/05/2018 06:00,14.8,1,14.3,1,-,-,14.6,73,1,H
Wellington, Greta Point Cws,22/05/2018 07:00,14.9,1,13.4,1,-,-,14.4,77,1,H
Wellington, Greta Point Cws,22/05/2018 08:00,14.1,1,13.4,1,-,-,13.8,83,1,H
Wellington, Greta Point Cws,22/05/2018 09:00,14.2,1,12.4,1,-,-,13.4,84,1,H
Wellington, Greta Point Cws,22/05/2018 10:00,14.1,1,11.9,1,-,-,13.7,83,1,H
Wellington, Greta Point Cws,22/05/2018 11:00,11.9,1,10.5,1,-,-,10.9,87,1,H
Wellington, Greta Point Cws,22/05/2018 12:00,12.4,1,11.6,1,-,-,12.0,84,1,H
Wellington, Greta Point Cws,22/05/2018 13:00,12.8,1,12.1,1,-,-,12.4,72,1,H
Wellington, Greta Point Cws,22/05/2018 14:00,13.2,1,12.2,1,-,-,12.6,73,1,H
Wellington, Greta Point Cws,22/05/2018 15:00,12.7,1,12.1,1,-,-,12.4,69,1,H
Wellington, Greta Point Cws,22/05/2018 16:00,12.6,1,11.9,1,-,-,12.2,62,1,H
Wellington, Greta Point Cws,22/05/2018 17:00,12.1,1,10.5,1,-,-,10.9,64,1,H
Wellington, Greta Point Cws,22/05/2018 18:00,10.8,1,10.2,1,-,-,10.5,61,1,H
Wellington, Greta Point Cws,22/05/2018 19:00,11.0,1,10.0,1,-,-,10.6,59,1,H
Wellington, Greta Point Cws,22/05/2018 20:00,10.3,1,9.6,1,-,-,9.9,61,1,H
Wellington, Greta Point Cws,22/05/2018 21:00,10.5,1,9.6,1,-,-,10.0,64,1,H
Wellington, Greta Point Cws,22/05/2018 22:00,12.2,1,10.5,1,-,-,11.4,60,1,H
Wellington, Greta Point Cws,22/05/2018 23:00,15.1,1,12.2,1,-,-,14.1,51,1,H
Wellington, Greta Point Cws,23/05/2018 00:00,14.9,1,13.9,1,-,-,14.3,47,1,H
Wellington, Greta Point Cws,23/05/2018 01:00,15.0,1,13.7,1,-,-,14.5,49,1,H
Wellington, Greta Point Cws,23/05/2018 02:00,16.1,1,14.0,1,-,-,15.2,48,1,H
Wellington, Greta Point Cws,23/05/2018 03:00,15.9,1,14.8,1,-,-,15.4,46,1,H
Wellington, Greta Point Cws,23/05/2018 04:00,15.1,1,11.3,1,-,-,13.5,54,1,H
Wellington, Greta Point Cws,23/05/2018 05:00,11.3,1,9.7,1,-,-,10.2,73,1,H
Wellington, Greta Point Cws,23/05/2018 06:00,10.2,1,9.9,1,-,-,10.0,68,1,H
Wellington, Greta Point Cws,23/05/2018 07:00,10.1,1,8.5,1,-,-,9.3,72,1,H
Wellington, Greta Point Cws,23/05/2018 08:00,8.6,1,8.1,1,-,-,8.3,73,1,H
Wellington, Greta Point Cws,23/05/2018 09:00,8.4,1,7.9,1,-,-,8.2,74,1,H
Wellington, Greta Point Cws,23/05/2018 10:00,8.5,1,8.2,1,-,-,8.3,74,1,H
Wellington, Greta Point Cws,23/05/2018 11:00,8.5,1,7.8,1,-,-,8.2,77,1,H
Wellington, Greta Point Cws,23/05/2018 12:00,8.7,1,8.4,1,-,-,8.5,71,1,H
Wellington, Greta Point Cws,23/05/2018 13:00,8.9,1,7.9,1,-,-,8.4,72,1,H
Wellington, Greta Point Cws,23/05/2018 14:00,8.0,1,7.1,1,-,-,7.5,72,1,H
Wellington, Greta Point Cws,23/05/2018 15:00,7.9,1,7.4,1,-,-,7.7,81,1,H
Wellington, Greta Point Cws,23/05/2018 16:00,7.7,1,7.1,1,-,-,7.3,85,1,H
Wellington, Greta Point Cws,23/05/2018 17:00,7.2,1,6.5,1,-,-,6.9,84,1,H
Wellington, Greta Point Cws,23/05/2018 18:00,8.0,1,7.1,1,-,-,7.4,83,1,H
Wellington, Greta Point Cws,23/05/2018 19:00,9.0,1,7.9,1,-,-,8.4,82,1,H
Wellington, Greta Point Cws,23/05/2018 20:00,10.5,1,9.0,1,-,-,9.5,78,1,H
Wellington, Greta Point Cws,23/05/2018 21:00,11.6,1,10.5,1,-,-,11.0,63,1,H
Wellington, Greta Point Cws,23/05/2018 22:00,12.5,1,11.5,1,-,-,12.0,60,1,H
Wellington, Greta Point Cws,23/05/2018 23:00,13.7,1,12.1,1,-,-,13.2,58,1,H
Wellington, Greta Point Cws,24/05/2018 00:00,14.1,1,12.6,1,-,-,13.2,65,1,H
Wellington, Greta Point Cws,24/05/2018 01:00,14.4,1,12.6,1,-,-,13.5,72,1,H
Wellington, Greta Point Cws,24/05/2018 02:00,15.9,1,14.3,1,-,-,15.3,66,1,H
Wellington, Greta Point Cws,24/05/2018 03:00,16.1,1,15.7,1,-,-,15.9,56,1,H
Wellington, Greta Point Cws,24/05/2018 04:00,16.4,1,14.3,1,-,-,15.2,53,1,H
Wellington, Greta Point Cws,24/05/2018 05:00,14.5,1,13.7,1,-,-,14.1,53,1,H
Wellington, Greta Point Cws,24/05/2018 06:00,13.8,1,12.9,1,-,-,13.5,54,1,H
Wellington, Greta Point Cws,24/05/2018 07:00,12.9,1,12.1,1,-,-,12.4,65,1,H
Wellington, Greta Point Cws,24/05/2018 08:00,12.6,1,12.2,1,-,-,12.4,65,1,H
Wellington, Greta Point Cws,24/05/2018 09:00,12.6,1,12.3,1,-,-,12.4,65,1,H
Wellington, Greta Point Cws,24/05/2018 10:00,12.8,1,12.6,1,-,-,12.7,62,1,H
Wellington, Greta Point Cws,24/05/2018 11:00,12.9,1,12.6,1,-,-,12.7,60,1,H
Wellington, Greta Point Cws,24/05/2018 12:00,12.7,1,12.4,1,-,-,12.6,60,1,H
Wellington, Greta Point Cws,24/05/2018 13:00,12.4,1,11.9,1,-,-,12.2,60,1,H
Wellington, Greta Point Cws,24/05/2018 14:00,12.2,1,11.7,1,-,-,12.0,57,1,H
Wellington, Greta Point Cws,24/05/2018 15:00,11.9,1,11.6,1,-,-,11.7,63,1,H
Wellington, Greta Point Cws,24/05/2018 16:00,11.9,1,11.6,1,-,-,11.7,63,1,H
Wellington, Greta Point Cws,24/05/2018 17:00,11.7,1,11.3,1,-,-,11.5,60,1,H
Wellington, Greta Point Cws,24/05/2018 18:00,11.3,1,10.3,1,-,-,10.7,62,1,H
Wellington, Greta Point Cws,24/05/2018 19:00,10.5,1,9.4,1,-,-,10.2,64,1,H
Wellington, Greta Point Cws,24/05/2018 20:00,9.4,1,7.8,1,-,-,8.4,71,1,H
Wellington, Greta Point Cws,24/05/2018 21:00,10.2,1,8.2,1,-,-,9.0,68,1,H
Wellington, Greta Point Cws,24/05/2018 22:00,10.8,1,10.2,1,-,-,10.5,59,1,H
Wellington, Greta Point Cws,24/05/2018 23:00,13.5,1,10.6,1,-,-,12.0,53,1,H
Wellington, Greta Point Cws,25/05/2018 00:00,15.4,1,11.3,1,-,-,13.7,46,1,H
Wellington, Greta Point Cws,25/05/2018 01:00,14.6,1,12.7,1,-,-,13.6,43,1,H
Wellington, Greta Point Cws,25/05/2018 02:00,13.8,1,11.8,1,-,-,13.2,47,1,H
Wellington, Greta Point Cws,25/05/2018 03:00,12.7,1,11.2,1,-,-,11.9,54,1,H
Wellington, Greta Point Cws,25/05/2018 04:00,11.5,1,10.5,1,-,-,10.9,65,1,H
Wellington, Greta Point Cws,25/05/2018 05:00,10.6,1,10.4,1,-,-,10.5,65,1,H
Wellington, Greta Point Cws,25/05/2018 06:00,10.6,1,10.0,1,-,-,10.3,64,1,H
Wellington, Greta Point Cws,25/05/2018 07:00,10.2,1,10.0,1,-,-,10.1,62,1,H
Wellington, Greta Point Cws,25/05/2018 08:00,10.4,1,10.0,1,-,-,10.2,65,1,H
Wellington, Greta Point Cws,25/05/2018 09:00,10.3,1,10.0,1,-,-,10.2,64,1,H
Wellington, Greta Point Cws,25/05/2018 10:00,10.2,1,9.5,1,-,-,9.8,67,1,H
Wellington, Greta Point Cws,25/05/2018 11:00,10.3,1,9.8,1,-,-,10.1,67,1,H
Wellington, Greta Point Cws,25/05/2018 12:00,10.4,1,9.7,1,-,-,9.9,68,1,H
Wellington, Greta Point Cws,25/05/2018 13:00,10.2,1,9.7,1,-,-,10.0,69,1,H
Wellington, Greta Point Cws,25/05/2018 14:00,10.1,1,9.7,1,-,-,9.9,69,1,H
Wellington, Greta Point Cws,25/05/2018 15:00,9.8,1,9.5,1,-,-,9.7,70,1,H
Wellington, Greta Point Cws,25/05/2018 16:00,9.8,1,9.5,1,-,-,9.7,71,1,H
Wellington, Greta Point Cws,25/05/2018 17:00,9.8,1,9.5,1,-,-,9.6,73,1,H
Wellington, Greta Point Cws,25/05/2018 18:00,9.7,1,8.7,1,-,-,9.2,79,1,H
Wellington, Greta Point Cws,25/05/2018 19:00,9.4,1,8.6,1,-,-,9.0,78,1,H
Wellington, Greta Point Cws,25/05/2018 20:00,9.7,1,8.9,1,-,-,9.4,74,1,H
Wellington, Greta Point Cws,25/05/2018 21:00,9.6,1,8.8,1,-,-,9.2,75,1,H
Wellington, Greta Point Cws,25/05/2018 22:00,10.5,1,9.3,1,-,-,10.0,69,1,H
Wellington, Greta Point Cws,25/05/2018 23:00,11.1,1,10.1,1,-,-,10.5,68,1,H
Wellington, Greta Point Cws,26/05/2018 00:00,11.7,1,11.0,1,-,-,11.4,63,1,H
Wellington, Greta Point Cws,26/05/2018 01:00,12.0,1,10.7,1,-,-,11.6,63,1,H
Wellington, Greta Point Cws,26/05/2018 02:00,13.2,1,11.5,1,-,-,12.1,64,1,H
Wellington, Greta Point Cws,26/05/2018 03:00,14.0,1,12.9,1,-,-,13.5,59,1,H
Wellington, Greta Point Cws,26/05/2018 04:00,13.0,1,10.5,1,-,-,11.7,64,1,H
Wellington, Greta Point Cws,26/05/2018 05:00,11.0,1,10.5,1,-,-,10.7,66,1,H
Wellington, Greta Point Cws,26/05/2018 06:00,11.0,1,10.8,1,-,-,10.9,62,1,H
Wellington, Greta Point Cws,26/05/2018 07:00,11.0,1,10.3,1,-,-,10.7,68,1,H
Wellington, Greta Point Cws,26/05/2018 08:00,11.1,1,10.4,1,-,-,10.9,61,1,H
Wellington, Greta Point Cws,26/05/2018 09:00,11.1,1,10.7,1,-,-,10.9,62,1,H
Wellington, Greta Point Cws,26/05/2018 10:00,11.0,1,10.4,1,-,-,10.7,62,1,H
Wellington, Greta Point Cws,26/05/2018 11:00,10.5,1,9.4,1,-,-,10.0,67,1,H
Wellington, Greta Point Cws,26/05/2018 12:00,10.6,1,10.0,1,-,-,10.3,75,1,H
Wellington, Greta Point Cws,26/05/2018 13:00,10.4,1,10.1,1,-,-,10.2,75,1,H
Wellington, Greta Point Cws,26/05/2018 14:00,11.5,1,10.2,1,-,-,10.9,73,1,H
Wellington, Greta Point Cws,26/05/2018 15:00,11.9,1,11.4,1,-,-,11.7,71,1,H
Wellington, Greta Point Cws,26/05/2018 16:00,11.9,1,10.8,1,-,-,11.4,76,1,H
Wellington, Greta Point Cws,26/05/2018 17:00,11.4,1,9.8,1,-,-,10.6,75,1,H
Wellington, Greta Point Cws,26/05/2018 18:00,11.4,1,10.9,1,-,-,11.2,74,1,H
Wellington, Greta Point Cws,26/05/2018 19:00,11.0,1,9.5,1,-,-,10.2,78,1,H
Wellington, Greta Point Cws,26/05/2018 20:00,9.8,1,9.4,1,-,-,9.6,76,1,H
Wellington, Greta Point Cws,26/05/2018 21:00,9.8,1,9.4,1,-,-,9.7,75,1,H
Wellington, Greta Point Cws,26/05/2018 22:00,10.0,1,8.9,1,-,-,9.5,76,1,H
Wellington, Greta Point Cws,26/05/2018 23:00,9.7,1,9.1,1,-,-,9.4,80,1,H
Wellington, Greta Point Cws,27/05/2018 00:00,10.6,1,9.7,1,-,-,10.2,70,1,H
Wellington, Greta Point Cws,27/05/2018 01:00,11.9,1,10.6,1,-,-,11.2,58,1,H
Wellington, Greta Point Cws,27/05/2018 02:00,12.1,1,11.3,1,-,-,11.7,54,1,H
Wellington, Greta Point Cws,27/05/2018 03:00,11.7,1,10.6,1,-,-,11.2,65,1,H
Wellington, Greta Point Cws,27/05/2018 04:00,11.4,1,9.5,1,-,-,10.5,65,1,H
Wellington, Greta Point Cws,27/05/2018 05:00,10.3,1,9.4,1,-,-,9.8,66,1,H
Wellington, Greta Point Cws,27/05/2018 06:00,10.1,1,8.7,1,-,-,9.6,66,1,H
Wellington, Greta Point Cws,27/05/2018 07:00,9.5,1,8.6,1,-,-,9.1,67,1,H
Wellington, Greta Point Cws,27/05/2018 08:00,9.2,1,8.0,1,-,-,8.8,72,1,H
Wellington, Greta Point Cws,27/05/2018 09:00,8.9,1,7.6,1,-,-,8.3,76,1,H
Wellington, Greta Point Cws,27/05/2018 10:00,8.8,1,7.3,1,-,-,8.0,74,1,H
Wellington, Greta Point Cws,27/05/2018 11:00,8.3,1,7.0,1,-,-,7.5,76,1,H
Wellington, Greta Point Cws,27/05/2018 12:00,7.8,1,6.8,1,-,-,7.4,76,1,H
Wellington, Greta Point Cws,27/05/2018 13:00,8.1,1,7.1,1,-,-,7.6,76,1,H
Wellington, Greta Point Cws,27/05/2018 14:00,7.5,1,6.5,1,-,-,6.9,79,1,H
Wellington, Greta Point Cws,27/05/2018 15:00,7.1,1,6.1,1,-,-,6.7,80,1,H
Wellington, Greta Point Cws,27/05/2018 16:00,7.1,1,5.9,1,-,-,6.6,80,1,H
Wellington, Greta Point Cws,27/05/2018 17:00,6.3,1,5.3,1,-,-,5.9,81,1,H
Wellington, Greta Point Cws,27/05/2018 18:00,6.5,1,5.4,1,-,-,5.8,82,1,H
Wellington, Greta Point Cws,27/05/2018 19:00,7.3,1,5.8,1,-,-,6.5,71,1,H
Wellington, Greta Point Cws,27/05/2018 20:00,8.1,1,6.0,1,-,-,7.4,68,1,H
Wellington, Greta Point Cws,27/05/2018 21:00,8.7,1,6.4,1,-,-,7.8,70,1,H
Wellington, Greta Point Cws,27/05/2018 22:00,9.0,1,7.6,1,-,-,8.4,67,1,H
Wellington, Greta Point Cws,27/05/2018 23:00,9.2,1,8.1,1,-,-,8.6,70,1,H
Wellington, Greta Point Cws,28/05/2018 00:00,9.5,1,8.3,1,-,-,8.8,69,1,H
Wellington, Greta Point Cws,28/05/2018 01:00,8.6,1,8.1,1,-,-,8.4,74,1,H
Wellington, Greta Point Cws,28/05/2018 02:00,8.9,1,7.9,1,-,-,8.4,74,1,H
Wellington, Greta Point Cws,28/05/2018 03:00,8.9,1,7.3,1,-,-,8.2,74,1,H
Wellington, Greta Point Cws,28/05/2018 04:00,8.7,1,7.5,1,-,-,8.1,73,1,H
Wellington, Greta Point Cws,28/05/2018 05:00,8.8,1,7.3,1,-,-,8.4,69,1,H
Wellington, Greta Point Cws,28/05/2018 06:00,8.6,1,7.3,1,-,-,8.0,73,1,H
Wellington, Greta Point Cws,28/05/2018 07:00,9.0,1,7.9,1,-,-,8.6,68,1,H
