Station,Date(UTC),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
Wellington, Greta Point Cws,05/05/2018 16:00,15.7,1,15.3,1,-,-,15.5,92,1,H
Wellington, Greta Point Cws,05/05/2018 17:00,15.5,1,14.6,1,-,-,15.1,90,1,H
Wellington, Greta Point Cws,05/05/2018 18:00,14.9,1,14.4,1,-,-,14.6,87,1,H
Wellington, Greta Point Cws,05/05/2018 19:00,15.3,1,14.9,1,-,-,15.1,86,1,H
Wellington, Greta Point Cws,05/05/2018 20:00,15.5,1,15.2,1,-,-,15.3,76,1,H
Wellington, Greta Point Cws,05/05/2018 21:00,16.3,1,15.0,1,-,-,15.5,72,1,H
Wellington, Greta Point Cws,05/05/2018 22:00,18.2,1,16.3,1,-,-,17.4,65,1,H
Wellington, Greta Point Cws,05/05/2018 23:00,18.9,1,17.9,1,-,-,18.3,62,1,H
Wellington, Greta Point Cws,06/05/2018 00:00,20.3,1,18.6,1,-,-,19.4,55,1,H
Wellington, Greta Point Cws,06/05/2018 01:00,20.2,1,19.7,1,-,-,20.0,49,1,H
Wellington, Greta Point Cws,06/05/2018 02:00,19.9,1,19.0,1,-,-,19.6,48,1,H
Wellington, Greta Point Cws,06/05/2018 03:00,19.0,1,17.8,1,-,-,18.1,56,1,H
Wellington, Greta Point Cws,06/05/2018 04:00,17.9,1,16.9,1,-,-,17.5,60,1,H
Wellington, Greta Point Cws,06/05/2018 05:00,17.0,1,15.8,1,-,-,16.2,65,1,H
Wellington, Greta Point Cws,06/05/2018 06:00,16.1,1,15.6,1,-,-,15.9,62,1,H
Wellington, Greta Point Cws,06/05/2018 07:00,15.7,1,15.2,1,-,-,15.4,69,1,H
Wellington, Greta Point Cws,06/05/2018 08:00,15.6,1,15.4,1,-,-,15.5,67,1,H
Wellington, Greta Point Cws,06/05/2018 09:00,15.4,1,15.2,1,-,-,15.2,70,1,H
Wellington, Greta Point Cws,06/05/2018 10:00,15.3,1,15.1,1,-,-,15.1,72,1,H
Wellington, Greta Point Cws,06/05/2018 11:00,15.2,1,14.7,1,-,-,14.8,76,1,H
Wellington, Greta Point Cws,06/05/2018 12:00,14.9,1,14.6,1,-,-,14.7,78,1,H
Wellington, Greta Point Cws,06/05/2018 13:00,14.9,1,14.4,1,-,-,14.5,74,1,H
Wellington, Greta Point Cws,06/05/2018 14:00,15.0,1,13.9,1,-,-,14.7,69,1,H
Wellington, Greta Point Cws,06/05/2018 15:00,14.1,1,11.5,1,-,-,13.0,70,1,H
Wellington, Greta Point Cws,06/05/2018 16:00,11.9,1,10.7,1,-,-,11.2,75,1,H
Wellington, Greta Point Cws,06/05/2018 17:00,12.6,1,11.4,1,-,-,12.0,64,1,H
Wellington, Greta Point Cws,06/05/2018 18:00,11.5,1,10.5,1,-,-,11.2,69,1,H
Wellington, Greta Point Cws,06/05/2018 19:00,10.9,1,10.0,1,-,-,10.5,77,1,H
Wellington, Greta Point Cws,06/05/2018 20:00,12.2,1,10.0,1,-,-,11.0,79,1,H
Wellington, Greta Point Cws,06/05/2018 21:00,13.4,1,12.1,1,-,-,12.9,77,1,H
Wellington, Greta Point Cws,06/05/2018 22:00,16.0,1,13.4,1,-,-,14.8,70,1,H
Wellington, Greta Point Cws,06/05/2018 23:00,17.8,1,15.8,1,-,-,16.4,59,1,H
Wellington, Greta Point Cws,07/05/2018 00:00,19.4,1,17.8,1,-,-,18.8,41,1,H
Wellington, Greta Point Cws,07/05/2018 01:00,19.7,1,18.9,1,-,-,19.3,40,1,H
Wellington, Greta Point Cws,07/05/2018 02:00,19.3,1,18.2,1,-,-,18.7,43,1,H
Wellington, Greta Point Cws,07/05/2018 03:00,18.6,1,17.1,1,-,-,17.8,50,1,H
Wellington, Greta Point Cws,07/05/2018 04:00,17.1,1,16.6,1,-,-,16.8,54,1,H
Wellington, Greta Point Cws,07/05/2018 05:00,16.6,1,14.7,1,-,-,15.3,63,1,H
Wellington, Greta Point Cws,07/05/2018 06:00,14.7,1,14.2,1,-,-,14.5,68,1,H
Wellington, Greta Point Cws,07/05/2018 07:00,14.3,1,14.1,1,-,-,14.2,70,1,H
Wellington, Greta Point Cws,07/05/2018 08:00,14.2,1,13.8,1,-,-,14.0,73,1,H
Wellington, Greta Point Cws,07/05/2018 09:00,14.2,1,13.7,1,-,-,14.0,76,1,H
Wellington, Greta Point Cws,07/05/2018 10:00,14.4,1,14.1,1,-,-,14.2,76,1,H
Wellington, Greta Point Cws,07/05/2018 11:00,14.6,1,14.2,1,-,-,14.3,76,1,H
Wellington, Greta Point Cws,07/05/2018 12:00,14.7,1,14.4,1,-,-,14.6,75,1,H
Wellington, Greta Point Cws,07/05/2018 13:00,14.5,1,14.4,1,-,-,14.4,78,1,H
Wellington, Greta Point Cws,07/05/2018 14:00,14.5,1,14.3,1,-,-,14.4,77,1,H
Wellington, Greta Point Cws,07/05/2018 15:00,14.5,1,14.4,1,-,-,14.4,77,1,H
Wellington, Greta Point Cws,07/05/2018 16:00,14.5,1,14.2,1,-,-,14.3,77,1,H
Wellington, Greta Point Cws,07/05/2018 17:00,14.7,1,14.3,1,-,-,14.5,77,1,H
Wellington, Greta Point Cws,07/05/2018 18:00,14.5,1,14.2,1,-,-,14.4,79,1,H
Wellington, Greta Point Cws,07/05/2018 19:00,14.9,1,14.5,1,-,-,14.6,74,1,H
Wellington, Greta Point Cws,07/05/2018 20:00,14.9,1,14.4,1,-,-,14.6,74,1,H
Wellington, Greta Point Cws,07/05/2018 21:00,15.3,1,14.7,1,-,-,14.9,78,1,H
Wellington, Greta Point Cws,07/05/2018 22:00,17.1,1,15.3,1,-,-,16.4,69,1,H
Wellington, Greta Point Cws,07/05/2018 23:00,18.3,1,17.1,1,-,-,17.7,65,1,H
Wellington, Greta Point Cws,08/05/2018 00:00,18.7,1,18.2,1,-,-,18.4,62,1,H
Wellington, Greta Point Cws,08/05/2018 01:00,19.4,1,18.3,1,-,-,19.0,59,1,H
Wellington, Greta Point Cws,08/05/2018 02:00,19.7,1,19.1,1,-,-,19.4,52,1,H
Wellington, Greta Point Cws,08/05/2018 03:00,19.1,1,17.9,1,-,-,18.5,62,1,H
Wellington, Greta Point Cws,08/05/2018 04:00,18.0,1,16.8,1,-,-,17.5,69,1,H
Wellington, Greta Point Cws,08/05/2018 05:00,16.9,1,15.8,1,-,-,16.2,75,1,H
Wellington, Greta Point Cws,08/05/2018 06:00,16.0,1,15.7,1,-,-,15.8,75,1,H
Wellington, Greta Point Cws,08/05/2018 07:00,16.0,1,15.8,1,-,-,15.8,74,1,H
Wellington, Greta Point Cws,08/05/2018 08:00,15.9,1,15.7,1,-,-,15.8,73,1,H
Wellington, Greta Point Cws,08/05/2018 09:00,16.0,1,15.7,1,-,-,15.8,68,1,H
Wellington, Greta Point Cws,08/05/2018 10:00,16.2,1,15.8,1,-,-,16.1,65,1,H
Wellington, Greta Point Cws,08/05/2018 11:00,16.4,1,16.1,1,-,-,16.2,63,1,H
Wellington, Greta Point Cws,08/05/2018 12:00,16.4,1,16.0,1,-,-,16.2,68,1,H
Wellington, Greta Point Cws,08/05/2018 13:00,16.2,1,15.4,1,-,-,15.8,72,1,H
Wellington, Greta Point Cws,08/05/2018 14:00,15.6,1,15.3,1,-,-,15.4,77,1,H
Wellington, Greta Point Cws,08/05/2018 15:00,15.5,1,15.2,1,-,-,15.4,79,1,H
Wellington, Greta Point Cws,08/05/2018 16:00,15.6,1,15.2,1,-,-,15.3,82,1,H
Wellington, Greta Point Cws,08/05/2018 17:00,15.8,1,15.5,1,-,-,15.6,85,1,H
Wellington, Greta Point Cws,08/05/2018 18:00,16.0,1,15.5,1,-,-,15.7,84,1,H
Wellington, Greta Point Cws,08/05/2018 19:00,16.0,1,15.0,1,-,-,15.4,86,1,H
Wellington, Greta Point Cws,08/05/2018 20:00,15.1,1,14.9,1,-,-,15.0,89,1,H
Wellington, Greta Point Cws,08/05/2018 21:00,16.1,1,15.0,1,-,-,15.6,84,1,H
Wellington, Greta Point Cws,08/05/2018 22:00,18.3,1,16.1,1,-,-,17.4,74,1,H
Wellington, Greta Point Cws,08/05/2018 23:00,18.8,1,18.3,1,-,-,18.5,68,1,H
Wellington, Greta Point Cws,09/05/2018 00:00,18.9,1,18.0,1,-,-,18.6,66,1,H
Wellington, Greta Point Cws,09/05/2018 01:00,18.8,1,18.4,1,-,-,18.6,65,1,H
Wellington, Greta Point Cws,09/05/2018 02:00,19.2,1,18.3,1,-,-,18.6,64,1,H
Wellington, Greta Point Cws,09/05/2018 03:00,19.0,1,18.5,1,-,-,18.7,64,1,H
Wellington, Greta Point Cws,09/05/2018 04:00,18.8,1,17.4,1,-,-,18.0,66,1,H
Wellington, Greta Point Cws,09/05/2018 05:00,17.4,1,16.4,1,-,-,17.0,75,1,H
Wellington, Greta Point Cws,09/05/2018 06:00,16.5,1,15.5,1,-,-,15.9,82,1,H
Wellington, Greta Point Cws,09/05/2018 07:00,15.6,1,15.2,1,-,-,15.3,84,1,H
Wellington, Greta Point Cws,09/05/2018 08:00,15.2,1,15.0,1,-,-,15.0,84,1,H
Wellington, Greta Point Cws,09/05/2018 09:00,15.1,1,14.7,1,-,-,14.8,84,1,H
Wellington, Greta Point Cws,09/05/2018 10:00,14.9,1,14.7,1,-,-,14.7,83,1,H
Wellington, Greta Point Cws,09/05/2018 11:00,15.0,1,14.7,1,-,-,14.8,84,1,H
Wellington, Greta Point Cws,09/05/2018 12:00,15.0,1,14.7,1,-,-,14.8,85,1,H
Wellington, Greta Point Cws,09/05/2018 13:00,14.9,1,14.4,1,-,-,14.6,85,1,H
Wellington, Greta Point Cws,09/05/2018 14:00,14.7,1,14.4,1,-,-,14.5,85,1,H
Wellington, Greta Point Cws,09/05/2018 15:00,14.9,1,14.6,1,-,-,14.7,83,1,H
Wellington, Greta Point Cws,09/05/2018 16:00,15.0,1,14.5,1,-,-,14.8,83,1,H
Wellington, Greta Point Cws,09/05/2018 17:00,14.6,1,14.4,1,-,-,14.4,84,1,H
Wellington, Greta Point Cws,09/05/2018 18:00,14.6,1,14.3,1,-,-,14.5,85,1,H
Wellington, Greta Point Cws,09/05/2018 19:00,14.8,1,14.4,1,-,-,14.6,84,1,H
Wellington, Greta Point Cws,09/05/2018 20:00,15.1,1,14.7,1,-,-,14.9,83,1,H
Wellington, Greta Point Cws,09/05/2018 21:00,15.3,1,14.9,1,-,-,15.2,82,1,H
Wellington, Greta Point Cws,09/05/2018 22:00,15.8,1,15.2,1,-,-,15.6,77,1,H
Wellington, Greta Point Cws,09/05/2018 23:00,16.6,1,15.8,1,-,-,16.1,76,1,H
Wellington, Greta Point Cws,10/05/2018 00:00,16.9,1,16.5,1,-,-,16.7,75,1,H
Wellington, Greta Point Cws,10/05/2018 01:00,16.6,1,16.2,1,-,-,16.3,78,1,H
Wellington, Greta Point Cws,10/05/2018 02:00,16.7,1,15.8,1,-,-,16.1,81,1,H
Wellington, Greta Point Cws,10/05/2018 03:00,16.9,1,16.6,1,-,-,16.7,78,1,H
Wellington, Greta Point Cws,10/05/2018 04:00,16.7,1,16.4,1,-,-,16.6,78,1,H
Wellington, Greta Point Cws,10/05/2018 05:00,16.5,1,16.1,1,-,-,16.2,82,1,H
Wellington, Greta Point Cws,10/05/2018 06:00,16.1,1,15.6,1,-,-,15.9,83,1,H
Wellington, Greta Point Cws,10/05/2018 07:00,15.8,1,15.6,1,-,-,15.7,84,1,H
Wellington, Greta Point Cws,10/05/2018 08:00,15.9,1,15.6,1,-,-,15.7,84,1,H
Wellington, Greta Point Cws,10/05/2018 09:00,16.0,1,15.8,1,-,-,15.9,83,1,H
Wellington, Greta Point Cws,10/05/2018 10:00,16.0,1,15.8,1,-,-,15.9,82,1,H
Wellington, Greta Point Cws,10/05/2018 11:00,16.0,1,15.8,1,-,-,15.9,82,1,H
Wellington, Greta Point Cws,10/05/2018 12:00,16.1,1,15.7,1,-,-,16.0,81,1,H
Wellington, Greta Point Cws,10/05/2018 13:00,15.8,1,15.2,1,-,-,15.4,84,1,H
Wellington, Greta Point Cws,10/05/2018 14:00,15.3,1,15.2,1,-,-,15.2,84,1,H
Wellington, Greta Point Cws,10/05/2018 15:00,15.3,1,15.1,1,-,-,15.2,84,1,H
Wellington, Greta Point Cws,10/05/2018 16:00,15.2,1,15.0,1,-,-,15.0,84,1,H
Wellington, Greta Point Cws,10/05/2018 17:00,15.1,1,14.9,1,-,-,15.0,82,1,H
Wellington, Greta Point Cws,10/05/2018 18:00,15.2,1,14.9,1,-,-,15.0,81,1,H
Wellington, Greta Point Cws,10/05/2018 19:00,15.2,1,14.8,1,-,-,14.9,81,1,H
Wellington, Greta Point Cws,10/05/2018 20:00,14.9,1,14.7,1,-,-,14.8,81,1,H
Wellington, Greta Point Cws,10/05/2018 21:00,15.2,1,14.7,1,-,-,15.0,77,1,H
Wellington, Greta Point Cws,10/05/2018 22:00,15.0,1,14.3,1,-,-,14.6,83,1,H
Wellington, Greta Point Cws,10/05/2018 23:00,15.3,1,14.4,1,-,-,14.7,86,1,H
Wellington, Greta Point Cws,11/05/2018 00:00,15.3,1,14.5,1,-,-,14.7,86,1,H
Wellington, Greta Point Cws,11/05/2018 01:00,14.6,1,14.4,1,-,-,14.4,88,1,H
Wellington, Greta Point Cws,11/05/2018 02:00,15.3,1,14.5,1,-,-,14.9,89,1,H
Wellington, Greta Point Cws,11/05/2018 03:00,16.1,1,15.2,1,-,-,15.8,87,1,H
Wellington, Greta Point Cws,11/05/2018 04:00,16.3,1,15.6,1,-,-,16.0,86,1,H
Wellington, Greta Point Cws,11/05/2018 05:00,15.7,1,15.5,1,-,-,15.5,89,1,H
Wellington, Greta Point Cws,11/05/2018 06:00,16.4,1,15.6,1,-,-,15.9,92,1,H
Wellington, Greta Point Cws,11/05/2018 07:00,17.2,1,16.3,1,-,-,16.9,92,1,H
Wellington, Greta Point Cws,11/05/2018 08:00,17.4,1,17.1,1,-,-,17.2,86,1,H
Wellington, Greta Point Cws,11/05/2018 09:00,17.4,1,17.1,1,-,-,17.2,84,1,H
Wellington, Greta Point Cws,11/05/2018 10:00,17.2,1,16.8,1,-,-,17.0,86,1,H
Wellington, Greta Point Cws,11/05/2018 11:00,16.9,1,16.8,1,-,-,16.8,85,1,H
Wellington, Greta Point Cws,11/05/2018 12:00,17.2,1,16.9,1,-,-,17.0,82,1,H
Wellington, Greta Point Cws,11/05/2018 13:00,17.2,1,16.7,1,-,-,16.9,84,1,H
Wellington, Greta Point Cws,11/05/2018 14:00,17.1,1,16.8,1,-,-,16.9,82,1,H
Wellington, Greta Point Cws,11/05/2018 15:00,17.0,1,16.6,1,-,-,16.7,84,1,H
Wellington, Greta Point Cws,11/05/2018 16:00,16.9,1,16.5,1,-,-,16.6,83,1,H
Wellington, Greta Point Cws,11/05/2018 17:00,16.9,1,16.6,1,-,-,16.8,83,1,H
Wellington, Greta Point Cws,11/05/2018 18:00,16.6,1,16.2,1,-,-,16.3,85,1,H
Wellington, Greta Point Cws,11/05/2018 19:00,16.3,1,15.2,1,-,-,16.1,85,1,H
Wellington, Greta Point Cws,11/05/2018 20:00,15.2,1,14.2,1,-,-,14.3,83,1,H
Wellington, Greta Point Cws,11/05/2018 21:00,14.3,1,14.1,1,-,-,14.2,79,1,H
Wellington, Greta Point Cws,11/05/2018 22:00,14.2,1,14.1,1,-,-,14.1,79,1,H
Wellington, Greta Point Cws,11/05/2018 23:00,14.3,1,14.1,1,-,-,14.2,79,1,H
Wellington, Greta Point Cws,12/05/2018 00:00,14.2,1,13.9,1,-,-,14.0,80,1,H
Wellington, Greta Point Cws,12/05/2018 01:00,14.5,1,13.9,1,-,-,14.2,78,1,H
Wellington, Greta Point Cws,12/05/2018 02:00,14.2,1,13.8,1,-,-,13.9,76,1,H
Wellington, Greta Point Cws,12/05/2018 03:00,13.9,1,13.3,1,-,-,13.6,76,1,H
Wellington, Greta Point Cws,12/05/2018 04:00,13.4,1,12.7,1,-,-,13.0,74,1,H
Wellington, Greta Point Cws,12/05/2018 05:00,12.8,1,12.2,1,-,-,12.5,73,1,H
Wellington, Greta Point Cws,12/05/2018 06:00,12.3,1,12.2,1,-,-,12.2,69,1,H
Wellington, Greta Point Cws,12/05/2018 07:00,12.3,1,12.1,1,-,-,12.2,67,1,H
Wellington, Greta Point Cws,12/05/2018 08:00,12.2,1,11.9,1,-,-,12.0,65,1,H
Wellington, Greta Point Cws,12/05/2018 09:00,11.9,1,11.4,1,-,-,11.7,66,1,H
Wellington, Greta Point Cws,12/05/2018 10:00,11.7,1,11.4,1,-,-,11.5,65,1,H
Wellington, Greta Point Cws,12/05/2018 11:00,11.7,1,11.4,1,-,-,11.5,64,1,H
Wellington, Greta Point Cws,12/05/2018 12:00,11.9,1,11.5,1,-,-,11.7,64,1,H
Wellington, Greta Point Cws,12/05/2018 13:00,12.0,1,11.7,1,-,-,11.9,66,1,H
Wellington, Greta Point Cws,12/05/2018 14:00,11.9,1,11.6,1,-,-,11.7,67,1,H
Wellington, Greta Point Cws,12/05/2018 15:00,11.9,1,11.5,1,-,-,11.6,65,1,H
Wellington, Greta Point Cws,12/05/2018 16:00,12.5,1,11.1,1,-,-,11.7,67,1,H
Wellington, Greta Point Cws,12/05/2018 17:00,12.6,1,11.7,1,-,-,12.2,71,1,H
Wellington, Greta Point Cws,12/05/2018 18:00,11.7,1,10.7,1,-,-,11.2,82,1,H
Wellington, Greta Point Cws,12/05/2018 19:00,10.7,1,10.3,1,-,-,10.4,90,1,H
Wellington, Greta Point Cws,12/05/2018 20:00,10.4,1,10.2,1,-,-,10.3,92,1,H
Wellington, Greta Point Cws,12/05/2018 21:00,10.9,1,10.2,1,-,-,10.6,94,1,H
Wellington, Greta Point Cws,12/05/2018 22:00,11.9,1,10.7,1,-,-,11.4,95,1,H
Wellington, Greta Point Cws,12/05/2018 23:00,12.6,1,11.8,1,-,-,12.0,94,1,H
Wellington, Greta Point Cws,13/05/2018 00:00,12.8,1,12.5,1,-,-,12.6,93,1,H
Wellington, Greta Point Cws,13/05/2018 01:00,12.9,1,12.6,1,-,-,12.8,93,1,H
Wellington, Greta Point Cws,13/05/2018 02:00,13.4,1,12.8,1,-,-,13.1,93,1,H
Wellington, Greta Point Cws,13/05/2018 03:00,13.6,1,12.5,1,-,-,13.2,93,1,H
Wellington, Greta Point Cws,13/05/2018 04:00,12.6,1,12.2,1,-,-,12.4,93,1,H
Wellington, Greta Point Cws,13/05/2018 05:00,12.3,1,12.1,1,-,-,12.2,94,1,H
Wellington, Greta Point Cws,13/05/2018 06:00,12.2,1,12.1,1,-,-,12.1,94,1,H
Wellington, Greta Point Cws,13/05/2018 07:00,12.3,1,12.1,1,-,-,12.2,94,1,H
Wellington, Greta Point Cws,13/05/2018 08:00,12.4,1,12.0,1,-,-,12.2,94,1,H
Wellington, Greta Point Cws,13/05/2018 09:00,12.7,1,12.3,1,-,-,12.4,95,1,H
Wellington, Greta Point Cws,13/05/2018 10:00,12.5,1,12.3,1,-,-,12.4,95,1,H
Wellington, Greta Point Cws,13/05/2018 11:00,12.6,1,12.3,1,-,-,12.4,94,1,H
Wellington, Greta Point Cws,13/05/2018 12:00,12.8,1,12.5,1,-,-,12.6,92,1,H
Wellington, Greta Point Cws,13/05/2018 13:00,12.9,1,12.5,1,-,-,12.6,91,1,H
Wellington, Greta Point Cws,13/05/2018 14:00,12.5,1,12.0,1,-,-,12.3,92,1,H
Wellington, Greta Point Cws,13/05/2018 15:00,12.2,1,12.0,1,-,-,12.1,94,1,H
Wellington, Greta Point Cws,13/05/2018 16:00,12.5,1,12.2,1,-,-,12.3,92,1,H
Wellington, Greta Point Cws,13/05/2018 17:00,12.9,1,12.4,1,-,-,12.7,90,1,H
Wellington, Greta Point Cws,13/05/2018 18:00,12.9,1,12.5,1,-,-,12.7,91,1,H
Wellington, Greta Point Cws,13/05/2018 19:00,12.8,1,12.5,1,-,-,12.6,91,1,H
Wellington, Greta Point Cws,13/05/2018 20:00,12.8,1,12.5,1,-,-,12.6,91,1,H
Wellington, Greta Point Cws,13/05/2018 21:00,12.6,1,12.3,1,-,-,12.5,93,1,H
Wellington, Greta Point Cws,13/05/2018 22:00,12.5,1,12.3,1,-,-,12.3,94,1,H
Wellington, Greta Point Cws,13/05/2018 23:00,12.7,1,12.4,1,-,-,12.6,92,1,H
Wellington, Greta Point Cws,14/05/2018 00:00,12.7,1,12.5,1,-,-,12.6,92,1,H
Wellington, Greta Point Cws,14/05/2018 01:00,12.8,1,12.3,1,-,-,12.6,90,1,H
Wellington, Greta Point Cws,14/05/2018 02:00,12.6,1,12.0,1,-,-,12.2,91,1,H
Wellington, Greta Point Cws,14/05/2018 03:00,12.3,1,12.0,1,-,-,12.2,93,1,H
Wellington, Greta Point Cws,14/05/2018 04:00,12.2,1,12.0,1,-,-,12.0,93,1,H
Wellington, Greta Point Cws,14/05/2018 05:00,12.2,1,11.9,1,-,-,12.0,95,1,H
Wellington, Greta Point Cws,14/05/2018 06:00,12.4,1,11.9,1,-,-,12.2,95,1,H
Wellington, Greta Point Cws,14/05/2018 07:00,12.8,1,12.3,1,-,-,12.5,96,1,H
Wellington, Greta Point Cws,14/05/2018 08:00,12.7,1,12.5,1,-,-,12.6,96,1,H
Wellington, Greta Point Cws,14/05/2018 09:00,12.6,1,12.5,1,-,-,12.6,96,1,H
Wellington, Greta Point Cws,14/05/2018 10:00,13.0,1,12.6,1,-,-,12.8,96,1,H
Wellington, Greta Point Cws,14/05/2018 11:00,13.1,1,12.8,1,-,-,12.9,96,1,H
Wellington, Greta Point Cws,14/05/2018 12:00,13.1,1,12.5,1,-,-,12.8,96,1,H
Wellington, Greta Point Cws,14/05/2018 13:00,12.8,1,12.3,1,-,-,12.6,96,1,H
Wellington, Greta Point Cws,14/05/2018 14:00,12.3,1,12.0,1,-,-,12.1,96,1,H
Wellington, Greta Point Cws,14/05/2018 15:00,12.5,1,12.0,1,-,-,12.3,97,1,H
Wellington, Greta Point Cws,14/05/2018 16:00,12.6,1,12.4,1,-,-,12.5,97,1,H
Wellington, Greta Point Cws,14/05/2018 17:00,12.6,1,12.3,1,-,-,12.4,97,1,H
Wellington, Greta Point Cws,14/05/2018 18:00,12.6,1,12.4,1,-,-,12.5,97,1,H
Wellington, Greta Point Cws,14/05/2018 19:00,12.6,1,12.4,1,-,-,12.5,97,1,H
Wellington, Greta Point Cws,14/05/2018 20:00,12.6,1,12.5,1,-,-,12.5,97,1,H
Wellington, Greta Point Cws,14/05/2018 21:00,13.1,1,12.5,1,-,-,12.8,97,1,H
Wellington, Greta Point Cws,14/05/2018 22:00,13.6,1,13.0,1,-,-,13.3,97,1,H
Wellington, Greta Point Cws,14/05/2018 23:00,13.7,1,13.3,1,-,-,13.4,96,1,H
Wellington, Greta Point Cws,15/05/2018 00:00,13.9,1,13.5,1,-,-,13.7,96,1,H
Wellington, Greta Point Cws,15/05/2018 01:00,15.3,1,13.7,1,-,-,14.6,95,1,H
Wellington, Greta Point Cws,15/05/2018 02:00,14.7,1,14.2,1,-,-,14.4,94,1,H
Wellington, Greta Point Cws,15/05/2018 03:00,15.1,1,14.5,1,-,-,14.8,93,1,H
Wellington, Greta Point Cws,15/05/2018 04:00,14.9,1,14.4,1,-,-,14.7,93,1,H
Wellington, Greta Point Cws,15/05/2018 05:00,14.4,1,13.3,1,-,-,13.8,93,1,H
Wellington, Greta Point Cws,15/05/2018 06:00,13.4,1,12.8,1,-,-,13.1,94,1,H
Wellington, Greta Point Cws,15/05/2018 07:00,13.3,1,13.1,1,-,-,13.2,95,1,H
Wellington, Greta Point Cws,15/05/2018 08:00,13.9,1,13.1,1,-,-,13.4,96,1,H
Wellington, Greta Point Cws,15/05/2018 09:00,14.1,1,13.8,1,-,-,13.9,95,1,H
Wellington, Greta Point Cws,15/05/2018 10:00,14.1,1,13.7,1,-,-,13.9,95,1,H
Wellington, Greta Point Cws,15/05/2018 11:00,14.4,1,14.1,1,-,-,14.2,95,1,H
Wellington, Greta Point Cws,15/05/2018 12:00,15.0,1,14.4,1,-,-,14.6,94,1,H
Wellington, Greta Point Cws,15/05/2018 13:00,15.8,1,14.9,1,-,-,15.3,90,1,H
Wellington, Greta Point Cws,15/05/2018 14:00,16.0,1,15.3,1,-,-,15.7,87,1,H
Wellington, Greta Point Cws,15/05/2018 15:00,15.4,1,14.7,1,-,-,15.0,91,1,H
Wellington, Greta Point Cws,15/05/2018 16:00,15.0,1,14.7,1,-,-,14.9,93,1,H
Wellington, Greta Point Cws,15/05/2018 17:00,15.1,1,14.9,1,-,-,15.0,94,1,H
Wellington, Greta Point Cws,15/05/2018 18:00,15.0,1,14.7,1,-,-,14.8,94,1,H
Wellington, Greta Point Cws,15/05/2018 19:00,15.0,1,14.9,1,-,-,14.9,94,1,H
Wellington, Greta Point Cws,15/05/2018 20:00,15.3,1,14.9,1,-,-,15.1,93,1,H
Wellington, Greta Point Cws,15/05/2018 21:00,15.6,1,15.0,1,-,-,15.3,92,1,H
Wellington, Greta Point Cws,15/05/2018 22:00,16.7,1,15.1,1,-,-,15.8,91,1,H
Wellington, Greta Point Cws,15/05/2018 23:00,16.7,1,16.0,1,-,-,16.2,89,1,H
Wellington, Greta Point Cws,16/05/2018 00:00,18.0,1,16.5,1,-,-,17.0,83,1,H
Wellington, Greta Point Cws,16/05/2018 01:00,18.0,1,17.1,1,-,-,17.6,78,1,H
Wellington, Greta Point Cws,16/05/2018 02:00,17.2,1,15.8,1,-,-,16.2,88,1,H
Wellington, Greta Point Cws,16/05/2018 03:00,15.9,1,15.0,1,-,-,15.4,92,1,H
Wellington, Greta Point Cws,16/05/2018 04:00,15.2,1,14.9,1,-,-,15.0,92,1,H
Wellington, Greta Point Cws,16/05/2018 05:00,15.3,1,14.8,1,-,-,15.0,87,1,H
Wellington, Greta Point Cws,16/05/2018 06:00,15.4,1,11.8,1,-,-,13.2,86,1,H
Wellington, Greta Point Cws,16/05/2018 07:00,12.1,1,11.8,1,-,-,12.0,91,1,H
Wellington, Greta Point Cws,16/05/2018 08:00,12.0,1,11.3,1,-,-,11.7,92,1,H
Wellington, Greta Point Cws,16/05/2018 09:00,12.0,1,11.5,1,-,-,11.8,94,1,H
Wellington, Greta Point Cws,16/05/2018 10:00,12.0,1,11.4,1,-,-,11.7,94,1,H
Wellington, Greta Point Cws,16/05/2018 11:00,11.9,1,10.9,1,-,-,11.4,94,1,H
Wellington, Greta Point Cws,16/05/2018 12:00,11.4,1,10.7,1,-,-,10.9,94,1,H
Wellington, Greta Point Cws,16/05/2018 13:00,11.4,1,11.1,1,-,-,11.2,94,1,H
Wellington, Greta Point Cws,16/05/2018 14:00,11.5,1,10.6,1,-,-,11.1,95,1,H
Wellington, Greta Point Cws,16/05/2018 15:00,11.1,1,10.3,1,-,-,10.8,95,1,H
Wellington, Greta Point Cws,16/05/2018 16:00,10.3,1,10.0,1,-,-,10.1,87,1,H
Wellington, Greta Point Cws,16/05/2018 17:00,11.4,1,10.1,1,-,-,10.8,84,1,H
Wellington, Greta Point Cws,16/05/2018 18:00,11.3,1,10.5,1,-,-,11.0,86,1,H
Wellington, Greta Point Cws,16/05/2018 19:00,10.7,1,10.4,1,-,-,10.6,86,1,H
Wellington, Greta Point Cws,16/05/2018 20:00,11.1,1,10.7,1,-,-,10.8,83,1,H
Wellington, Greta Point Cws,16/05/2018 21:00,11.1,1,10.5,1,-,-,10.9,80,1,H
Wellington, Greta Point Cws,16/05/2018 22:00,11.2,1,10.3,1,-,-,10.7,83,1,H
Wellington, Greta Point Cws,16/05/2018 23:00,13.5,1,11.0,1,-,-,12.6,71,1,H
